Date,Type,Name,Start,End,Duration
10/25/15,place,Place in Manhattan,2015-10-25T00:00:00-04:00,2015-10-25T08:36:35-04:00,30995
10/25/15,move,walking,2015-10-25T08:36:35-04:00,2015-10-25T08:41:52-04:00,317
10/25/15,place,Place in Manhattan,2015-10-25T08:41:52-04:00,2015-10-25T09:07:59-04:00,1567
10/25/15,move,walking,2015-10-25T09:07:59-04:00,2015-10-25T09:10:36-04:00,157
10/25/15,place,Place in Manhattan,2015-10-25T09:10:37-04:00,2015-10-25T17:36:10-04:00,30333
10/25/15,move,walking,2015-10-25T17:36:10-04:00,2015-10-25T17:41:26-04:00,316
10/25/15,place,Place in Manhattan,2015-10-25T17:41:26-04:00,2015-10-25T18:09:16-04:00,1670
10/25/15,move,walking,2015-10-25T18:09:16-04:00,2015-10-25T18:13:56-04:00,280
10/25/15,place,Place in Manhattan,2015-10-25T18:13:56-04:00,2015-10-25T19:19:36-04:00,3940
10/25/15,move,transport,2015-10-25T19:19:36-04:00,2015-10-25T19:27:37-04:00,481
10/25/15,place,Place in Manhattan,2015-10-25T19:27:36-04:00,2015-10-25T19:46:11-04:00,1115
10/25/15,move,transport,2015-10-25T19:46:11-04:00,2015-10-25T19:52:22-04:00,371
10/25/15,place,Place in Park West Village,2015-10-25T19:52:22-04:00,2015-10-25T21:05:05-04:00,4363
10/25/15,move,transport,2015-10-25T21:05:05-04:00,2015-10-25T21:17:06-04:00,721
10/25/15,move,walking,2015-10-25T21:17:06-04:00,2015-10-25T21:27:20-04:00,614
10/25/15,place,Place in Washington Heights,2015-10-25T21:27:19-04:00,2015-10-25T22:02:47-04:00,2128
10/25/15,move,transport,2015-10-25T22:02:47-04:00,2015-10-25T22:15:36-04:00,769
