Date,Type,Name,Start,End,Duration
10/23/15,place,Place in Manhattan,2015-10-23T00:00:00-04:00,2015-10-23T08:02:31-04:00,28951
10/23/15,move,walking,2015-10-23T08:02:31-04:00,2015-10-23T08:06:06-04:00,215
10/23/15,place,Place in Manhattan,2015-10-23T08:06:06-04:00,2015-10-23T08:51:06-04:00,2700
10/23/15,move,walking,2015-10-23T08:51:06-04:00,2015-10-23T08:56:54-04:00,348
10/23/15,place,Place in Manhattan,2015-10-23T08:56:54-04:00,2015-10-23T09:39:57-04:00,2583
10/23/15,move,walking,2015-10-23T09:39:57-04:00,2015-10-23T09:44:27-04:00,270
10/23/15,move,transport,2015-10-23T09:44:27-04:00,2015-10-23T10:04:00-04:00,1173
10/23/15,place,Place in Penn Station South,2015-10-23T10:04:00-04:00,2015-10-23T14:54:17-04:00,17417
10/23/15,move,walking,2015-10-23T14:54:17-04:00,2015-10-23T15:24:43-04:00,1826
10/23/15,place,Place in Manhattan,2015-10-23T15:24:42-04:00,2015-10-23T15:45:18-04:00,1236
10/23/15,move,walking,2015-10-23T15:45:18-04:00,2015-10-23T15:49:26-04:00,248
10/23/15,place,Place in Penn Station South,2015-10-23T15:49:26-04:00,2015-10-23T16:27:33-04:00,2287
10/23/15,move,walking,2015-10-23T16:27:33-04:00,2015-10-23T16:30:10-04:00,157
10/23/15,move,transport,2015-10-23T16:30:10-04:00,2015-10-23T16:46:41-04:00,991
10/23/15,move,walking,2015-10-23T16:46:41-04:00,2015-10-23T16:52:44-04:00,363
10/23/15,place,Place in Manhattan,2015-10-23T16:52:44-04:00,2015-10-23T17:51:25-04:00,3521
