Date,Type,Name,Start,End,Duration
10/28/15,place,Place in Manhattan,2015-10-28T00:00:00-04:00,2015-10-28T09:29:40-04:00,34180
10/28/15,move,walking,2015-10-28T09:29:40-04:00,2015-10-28T09:36:23-04:00,403
10/28/15,move,transport,2015-10-28T09:36:23-04:00,2015-10-28T09:49:24-04:00,781
10/28/15,move,walking,2015-10-28T09:49:23-04:00,2015-10-28T09:56:57-04:00,454
10/28/15,place,Place in Penn Station South,2015-10-28T09:56:57-04:00,2015-10-28T17:26:24-04:00,26967
10/28/15,move,walking,2015-10-28T17:26:24-04:00,2015-10-28T17:31:51-04:00,327
10/28/15,place,Place in Penn Station South,2015-10-28T17:31:51-04:00,2015-10-28T18:41:54-04:00,4203
10/28/15,move,transport,2015-10-28T18:41:54-04:00,2015-10-28T18:55:13-04:00,799
10/28/15,move,walking,2015-10-28T18:55:13-04:00,2015-10-28T19:01:49-04:00,396
10/28/15,place,Place in Manhattan,2015-10-28T19:01:48-04:00,2015-10-28T20:03:29-04:00,3701
10/28/15,move,walking,2015-10-28T20:03:29-04:00,2015-10-28T20:05:48-04:00,139
10/28/15,place,Place in Manhattan,2015-10-28T20:05:47-04:00,2015-10-28T20:51:32-04:00,2745
10/28/15,move,transport,2015-10-28T20:51:32-04:00,2015-10-28T21:11:12-04:00,1180
10/28/15,place,Place in Englewood,2015-10-28T21:11:11-04:00,2015-10-28T22:14:53-04:00,3822
10/28/15,move,transport,2015-10-28T22:14:53-04:00,2015-10-28T22:16:53-04:00,120
10/28/15,place,Place in Englewood,2015-10-28T22:16:53-04:00,2015-10-28T22:36:42-04:00,1189
10/28/15,move,transport,2015-10-28T22:36:42-04:00,2015-10-28T22:45:12-04:00,510
10/28/15,place,Place in Palisades Court,2015-10-28T22:45:11-04:00,2015-10-28T23:11:28-04:00,1577
10/28/15,move,transport,2015-10-28T23:41:31-04:00,2015-10-28T23:58:59-04:00,1048
10/28/15,place,Place in Manhattan,2015-10-28T23:58:59-04:00,2015-10-29T00:00:00-04:00,61
