Date,Type,Name,Start,End,Duration
10/21/15,place,Place in Manhattan,2015-10-21T04:27:07-04:00,2015-10-21T07:13:39-04:00,9992
10/21/15,move,walking,2015-10-21T07:13:39-04:00,2015-10-21T07:18:45-04:00,306
10/21/15,place,Place in Manhattan,2015-10-21T07:18:45-04:00,2015-10-21T08:06:15-04:00,2850
10/21/15,move,transport,2015-10-21T08:06:15-04:00,2015-10-21T08:13:27-04:00,432
10/21/15,place,Place in Penn Station South,2015-10-21T08:13:27-04:00,2015-10-21T12:56:42-04:00,16995
10/21/15,move,cycling,2015-10-21T12:56:42-04:00,2015-10-21T13:05:39-04:00,537
10/21/15,place,Place in Hell's Kitchen,2015-10-21T13:05:39-04:00,2015-10-21T13:57:30-04:00,3111
10/21/15,move,transport,2015-10-21T13:57:30-04:00,2015-10-21T14:14:10-04:00,1000
10/21/15,move,walking,2015-10-21T14:14:10-04:00,2015-10-21T14:18:14-04:00,244
10/21/15,place,Place in Penn Station South,2015-10-21T14:18:13-04:00,2015-10-21T15:00:29-04:00,2536
10/21/15,move,walking,2015-10-21T15:00:29-04:00,2015-10-21T15:08:21-04:00,472
10/21/15,place,Place in Penn Station South,2015-10-21T15:08:22-04:00,2015-10-21T18:55:48-04:00,13646
10/21/15,move,transport,2015-10-21T18:55:48-04:00,2015-10-21T18:59:26-04:00,218
10/21/15,place,Place in Manhattan,2015-10-21T18:59:26-04:00,2015-10-21T22:02:11-04:00,10965
10/21/15,move,walking,2015-10-21T22:02:11-04:00,2015-10-21T22:06:47-04:00,276
10/21/15,place,Place in Manhattan,2015-10-21T22:06:47-04:00,2015-10-21T22:38:35-04:00,1908
10/21/15,move,walking,2015-10-21T22:38:35-04:00,2015-10-21T22:46:09-04:00,454
10/21/15,place,Place in Park West Village,2015-10-21T22:46:08-04:00,2015-10-21T22:50:22-04:00,254
10/21/15,move,walking,2015-10-21T22:50:22-04:00,2015-10-21T22:57:13-04:00,411
10/21/15,place,Place in Manhattan,2015-10-21T22:57:13-04:00,2015-10-22T00:00:00-04:00,3767
