Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/30/15,walking,walking,2015-10-30T00:04:26-04:00,2015-10-30T00:04:58-04:00,32,0.014,43,0
10/30/15,transport,transport,2015-10-30T00:08:33-04:00,2015-10-30T00:19:13-04:00,640,1.764,0,0
10/30/15,walking,walking,2015-10-30T00:19:28-04:00,2015-10-30T00:19:50-04:00,22,0.009,29,0
10/30/15,walking,walking,2015-10-30T08:34:46-04:00,2015-10-30T08:40:18-04:00,332,0.206,443,0
10/30/15,walking,walking,2015-10-30T08:39:41-04:00,2015-10-30T08:44:57-04:00,316,0.175,482,0
10/30/15,walking,walking,2015-10-30T09:11:28-04:00,2015-10-30T09:11:37-04:00,9,0.004,12,0
10/30/15,walking,walking,2015-10-30T09:14:18-04:00,2015-10-30T09:20:05-04:00,347,0.217,464,0
10/30/15,transport,transport,2015-10-30T09:20:05-04:00,2015-10-30T09:24:35-04:00,270,0.710,0,0
10/30/15,walking,walking,2015-10-30T09:24:35-04:00,2015-10-30T09:30:52-04:00,377,0.175,510,0
10/30/15,walking,walking,2015-10-30T09:33:00-04:00,2015-10-30T09:33:06-04:00,6,0.002,8,0
10/30/15,walking,walking,2015-10-30T09:42:56-04:00,2015-10-30T09:49:06-04:00,370,0.139,353,0
10/30/15,transport,transport,2015-10-30T09:49:06-04:00,2015-10-30T09:52:36-04:00,210,0.721,0,0
10/30/15,walking,walking,2015-10-30T09:52:36-04:00,2015-10-30T10:02:11-04:00,575,0.420,773,0
10/30/15,walking,walking,2015-10-30T10:02:11-04:00,2015-10-30T10:02:32-04:00,21,0.009,27,0
10/30/15,walking,walking,2015-10-30T11:35:07-04:00,2015-10-30T11:41:45-04:00,398,0.197,548,0
10/30/15,walking,walking,2015-10-30T11:46:50-04:00,2015-10-30T11:48:25-04:00,95,0.040,130,0
10/30/15,walking,walking,2015-10-30T12:02:44-04:00,2015-10-30T12:09:34-04:00,410,0.306,286,0
10/30/15,transport,transport,2015-10-30T12:09:34-04:00,2015-10-30T12:12:30-04:00,176,3.023,0,0
10/30/15,walking,walking,2015-10-30T15:08:54-04:00,2015-10-30T15:09:38-04:00,44,0.019,59,0
10/30/15,walking,walking,2015-10-30T15:10:17-04:00,2015-10-30T15:14:10-04:00,233,0.098,186,0
10/30/15,walking,walking,2015-10-30T15:20:56-04:00,2015-10-30T15:21:07-04:00,11,0.004,14,0
10/30/15,walking,walking,2015-10-30T15:27:09-04:00,2015-10-30T15:33:31-04:00,382,0.403,540,0
10/30/15,walking,walking,2015-10-30T15:33:31-04:00,2015-10-30T15:34:09-04:00,38,0.016,51,0
