Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/21/15,walking,walking,2015-10-21T07:13:39-04:00,2015-10-21T07:18:45-04:00,306,0.149,306,0
10/21/15,transport,transport,2015-10-21T08:06:15-04:00,2015-10-21T08:13:27-04:00,432,4.230,0,0
10/21/15,cycling,cycling,2015-10-21T12:56:42-04:00,2015-10-21T13:05:39-04:00,537,1.486,0,0
10/21/15,walking,walking,2015-10-21T13:11:08-04:00,2015-10-21T13:19:26-04:00,498,0.270,580,0
10/21/15,transport,transport,2015-10-21T13:57:30-04:00,2015-10-21T14:14:10-04:00,1000,1.324,0,0
10/21/15,walking,walking,2015-10-21T14:14:10-04:00,2015-10-21T14:18:14-04:00,244,0.182,244,0
10/21/15,walking,walking,2015-10-21T14:58:35-04:00,2015-10-21T14:59:24-04:00,49,0.021,66,0
10/21/15,walking,walking,2015-10-21T15:00:00-04:00,2015-10-21T15:00:36-04:00,36,0.016,50,0
10/21/15,walking,walking,2015-10-21T15:00:29-04:00,2015-10-21T15:08:21-04:00,472,0.265,549,0
10/21/15,walking,walking,2015-10-21T15:08:22-04:00,2015-10-21T15:11:39-04:00,197,0.132,285,0
10/21/15,walking,walking,2015-10-21T16:34:25-04:00,2015-10-21T16:36:01-04:00,96,0.040,128,0
10/21/15,walking,walking,2015-10-21T17:03:11-04:00,2015-10-21T17:05:19-04:00,128,0.081,174,0
10/21/15,walking,walking,2015-10-21T18:01:12-04:00,2015-10-21T18:05:51-04:00,279,0.186,398,0
10/21/15,transport,transport,2015-10-21T18:55:48-04:00,2015-10-21T18:59:26-04:00,218,4.024,0,0
10/21/15,walking,walking,2015-10-21T19:00:25-04:00,2015-10-21T19:02:52-04:00,147,0.094,202,0
10/21/15,walking,walking,2015-10-21T20:09:33-04:00,2015-10-21T20:10:25-04:00,52,0.022,69,0
10/21/15,walking,walking,2015-10-21T21:57:24-04:00,2015-10-21T21:59:49-04:00,145,0.107,230,0
10/21/15,walking,walking,2015-10-21T22:00:00-04:00,2015-10-21T22:00:22-04:00,22,0.009,29,0
10/21/15,walking,walking,2015-10-21T22:02:11-04:00,2015-10-21T22:06:47-04:00,276,0.163,388,0
10/21/15,walking,walking,2015-10-21T22:06:47-04:00,2015-10-21T22:07:49-04:00,62,0.026,85,0
10/21/15,walking,walking,2015-10-21T22:38:35-04:00,2015-10-21T22:46:09-04:00,454,0.325,567,0
10/21/15,walking,walking,2015-10-21T22:49:44-04:00,2015-10-21T22:49:54-04:00,10,0.004,13,0
10/21/15,walking,walking,2015-10-21T22:50:22-04:00,2015-10-21T22:57:13-04:00,411,0.242,516,0
10/21/15,walking,walking,2015-10-21T22:57:13-04:00,2015-10-21T22:57:30-04:00,17,0.007,23,0
