Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
11/2/15,walking,walking,2015-11-02T08:08:45-05:00,2015-11-02T08:12:56-05:00,251,0.180,386,0
11/2/15,walking,walking,2015-11-02T09:16:46-05:00,2015-11-02T09:17:09-05:00,23,0.010,31,0
11/2/15,walking,walking,2015-11-02T09:18:37-05:00,2015-11-02T09:24:37-05:00,360,0.336,451,0
11/2/15,walking,walking,2015-11-02T09:24:38-05:00,2015-11-02T09:26:00-05:00,82,0.040,128,0
11/2/15,walking,walking,2015-11-02T09:51:41-05:00,2015-11-02T09:59:19-05:00,458,0.509,683,0
11/2/15,walking,walking,2015-11-02T10:28:52-05:00,2015-11-02T10:30:22-05:00,90,0.049,157,0
11/2/15,walking,walking,2015-11-02T11:30:14-05:00,2015-11-02T11:35:17-05:00,303,0.155,334,0
11/2/15,walking,walking,2015-11-02T12:04:04-05:00,2015-11-02T12:05:34-05:00,90,0.028,84,0
11/2/15,walking,walking,2015-11-02T13:00:06-05:00,2015-11-02T13:04:06-05:00,240,0.152,326,0
11/2/15,walking,walking,2015-11-02T14:23:05-05:00,2015-11-02T14:26:38-05:00,213,0.155,334,0
11/2/15,walking,walking,2015-11-02T15:47:30-05:00,2015-11-02T15:48:00-05:00,30,0.012,40,0
