Date,Activity,Group,Duration,Distance,Steps,Calories
11/2/15,walking,walking,4643,3.061,7344,0
11/2/15,running,running,841,1.176,2103,0
11/3/15,walking,walking,654,0.449,1068,0
11/4/15,walking,walking,3086,1.929,4721,0
11/5/15,walking,walking,812,0.603,1514,0
