Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/24/15,walking,walking,2015-10-24T00:40:58-04:00,2015-10-24T00:46:22-04:00,324,0.158,510,0
10/24/15,walking,walking,2015-10-24T14:53:01-04:00,2015-10-24T14:53:31-04:00,30,0.009,20,0
10/24/15,walking,walking,2015-10-24T15:19:11-04:00,2015-10-24T15:20:41-04:00,90,0.037,121,0
10/24/15,walking,walking,2015-10-24T16:15:36-04:00,2015-10-24T16:16:36-04:00,60,0.037,121,0
10/24/15,walking,walking,2015-10-24T17:18:09-04:00,2015-10-24T17:19:39-04:00,90,0.037,121,0
10/24/15,walking,walking,2015-10-24T18:40:32-04:00,2015-10-24T18:41:02-04:00,30,0.022,70,0
10/24/15,walking,walking,2015-10-24T19:25:11-04:00,2015-10-24T19:28:55-04:00,224,0.148,317,0
10/24/15,walking,walking,2015-10-24T21:37:05-04:00,2015-10-24T21:39:35-04:00,150,0.127,271,0
10/24/15,walking,walking,2015-10-24T22:37:56-04:00,2015-10-24T22:41:56-04:00,240,0.188,402,0
10/24/15,transport,transport,2015-10-24T23:00:12-04:00,2015-10-24T23:08:09-04:00,477,2.450,0,0
10/24/15,walking,walking,2015-10-24T23:08:09-04:00,2015-10-24T23:23:15-04:00,906,0.682,1539,0
10/24/15,walking,walking,2015-10-24T23:43:45-04:00,2015-10-24T23:53:25-04:00,580,0.485,972,0
10/24/15,walking,walking,2015-10-24T23:58:48-04:00,2015-10-25T00:00:00-04:00,72,0.041,132,0
