Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/29/15,walking,walking,2015-10-29T00:16:10-04:00,2015-10-29T00:17:10-04:00,60,0.031,101,0
10/29/15,walking,walking,2015-10-29T00:24:00-04:00,2015-10-29T00:29:18-04:00,318,0.236,662,0
10/29/15,walking,walking,2015-10-29T09:41:54-04:00,2015-10-29T09:48:39-04:00,405,0.281,657,0
10/29/15,walking,walking,2015-10-29T09:55:29-04:00,2015-10-29T09:55:31-04:00,2,0.002,6,0
10/29/15,walking,walking,2015-10-29T09:58:08-04:00,2015-10-29T10:10:00-04:00,712,0.595,1077,0
10/29/15,walking,walking,2015-10-29T10:10:25-04:00,2015-10-29T10:11:25-04:00,60,0.047,151,0
10/29/15,walking,walking,2015-10-29T11:35:49-04:00,2015-10-29T11:46:33-04:00,644,0.345,1110,0
10/29/15,walking,walking,2015-10-29T11:50:27-04:00,2015-10-29T11:57:38-04:00,431,0.287,752,0
10/29/15,walking,walking,2015-10-29T12:39:06-04:00,2015-10-29T12:40:06-04:00,60,0.034,111,0
10/29/15,walking,walking,2015-10-29T13:32:36-04:00,2015-10-29T13:34:39-04:00,123,0.116,248,0
10/29/15,walking,walking,2015-10-29T14:16:23-04:00,2015-10-29T14:20:23-04:00,240,0.197,423,0
10/29/15,walking,walking,2015-10-29T15:19:15-04:00,2015-10-29T15:28:16-04:00,541,0.368,789,0
