Date,Type,Name,Start,End,Duration
10/30/15,place,Place in Penn Station South,2015-10-30T07:13:16-04:00,2015-10-30T07:25:10-04:00,714
10/30/15,move,walking,2015-10-30T07:25:10-04:00,2015-10-30T07:39:04-04:00,834
10/30/15,move,transport,2015-10-30T07:39:03-04:00,2015-10-30T07:54:46-04:00,943
10/30/15,move,walking,2015-10-30T07:54:46-04:00,2015-10-30T08:00:47-04:00,361
10/30/15,place,Gallery Rivaa,2015-10-30T08:00:47-04:00,2015-10-30T08:38:14-04:00,2247
10/30/15,move,walking,2015-10-30T08:38:14-04:00,2015-10-30T08:42:48-04:00,274
10/30/15,place,PS 217,2015-10-30T08:42:49-04:00,2015-10-30T11:40:23-04:00,10654
10/30/15,move,walking,2015-10-30T11:40:23-04:00,2015-10-30T11:45:55-04:00,332
10/30/15,place,Gallery Rivaa,2015-10-30T11:45:54-04:00,2015-10-30T12:07:34-04:00,1300
10/30/15,move,walking,2015-10-30T12:07:34-04:00,2015-10-30T12:17:38-04:00,604
10/30/15,move,walking,2015-10-30T12:32:08-04:00,2015-10-30T12:35:07-04:00,179
10/30/15,move,transport,2015-10-30T12:35:07-04:00,2015-10-30T12:52:18-04:00,1031
10/30/15,move,walking,2015-10-30T12:52:18-04:00,2015-10-30T13:01:19-04:00,541
10/30/15,move,transport,2015-10-30T13:01:19-04:00,2015-10-30T13:14:50-04:00,811
10/30/15,move,walking,2015-10-30T13:14:49-04:00,2015-10-30T13:18:19-04:00,210
10/30/15,move,transport,2015-10-30T13:18:20-04:00,2015-10-30T13:26:20-04:00,480
10/30/15,move,walking,2015-10-30T13:26:20-04:00,2015-10-30T13:33:52-04:00,452
10/30/15,place,Cornell Tech,2015-10-30T13:33:52-04:00,2015-10-30T17:10:16-04:00,12984
10/30/15,move,walking,2015-10-30T17:10:16-04:00,2015-10-30T17:46:34-04:00,2178
10/30/15,place,Home,2015-10-30T17:46:33-04:00,2015-10-30T17:55:27-04:00,534
10/30/15,move,walking,2015-10-30T17:55:27-04:00,2015-10-30T18:14:07-04:00,1120
10/30/15,place,Burlington Coat Factory,2015-10-30T18:14:06-04:00,2015-10-30T18:44:06-04:00,1800
10/30/15,move,walking,2015-10-30T18:44:06-04:00,2015-10-30T19:03:10-04:00,1144
10/30/15,place,Home,2015-10-30T19:03:10-04:00,2015-10-31T00:00:00-04:00,17810
