Date,Type,Name,Start,End,Duration
10/31/15,place,Home,2015-10-31T00:00:00-04:00,2015-10-31T02:18:33-04:00,8313
10/31/15,place,Place in Penn Station South,2015-10-31T12:11:51-04:00,2015-10-31T12:18:30-04:00,399
10/31/15,move,walking,2015-10-31T12:18:30-04:00,2015-10-31T12:24:07-04:00,337
10/31/15,move,transport,2015-10-31T12:24:07-04:00,2015-10-31T12:37:38-04:00,811
10/31/15,move,walking,2015-10-31T12:37:38-04:00,2015-10-31T12:44:08-04:00,390
10/31/15,place,277 West End Avenue,2015-10-31T12:44:08-04:00,2015-10-31T16:38:39-04:00,14071
10/31/15,move,walking,2015-10-31T16:38:39-04:00,2015-10-31T16:42:47-04:00,248
10/31/15,place,Place in Manhattan,2015-10-31T16:42:47-04:00,2015-10-31T16:47:13-04:00,266
10/31/15,move,transport,2015-10-31T16:47:13-04:00,2015-10-31T16:59:15-04:00,722
10/31/15,move,walking,2015-10-31T16:59:15-04:00,2015-10-31T17:06:18-04:00,423
10/31/15,place,Cornell Tech,2015-10-31T17:06:17-04:00,2015-11-01T00:00:00-04:00,24823
